Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Toyota,Fortuner 3.0 4x2 AT,2015,86000,White,Second,4705.0,1840.0,1850.0,7.0,80.0,1800000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,38000,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,399000
Hyundai,Creta 1.6 SX Plus Special Edition,2015,138314,White,First,4270.0,1780.0,1630.0,5.0,60.0,890000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2021,9900,Blue,First,4370.0,1700.0,1475.0,5.0,43.0,1325000
Mercedes-Benz,C-Class 220 CDI AT,2022,12500,White,UnRegistered Car,4596.0,1770.0,1447.0,5.0,66.0,5300000
Mercedes-Benz,E-Class E 220d Expression [2019-2019],2018,51529,White,First,5063.0,1860.0,1494.0,5.0,80.0,4775000
Mahindra,Quanto C4,2013,60000,Red,First,3985.0,1850.0,1880.0,7.0,55.0,249000
Maruti Suzuki,Celerio VXi (O) [2019-2020],2019,48000,White,First,3695.0,1600.0,1560.0,5.0,35.0,509999
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],2018,90000,Black,First,4395.0,1818.0,1640.0,5.0,60.0,1450000
Maruti Suzuki,S-Cross Delta 1.6,2017,63000,Grey,First,4300.0,1765.0,1590.0,5.0,48.0,640000
Maruti Suzuki,Celerio LDi [2015-2017],2017,65822,Silver,First,3600.0,1600.0,1560.0,5.0,35.0,299000
Maruti Suzuki,Wagon R Duo LXi LPG,2009,102000,White,First,3520.0,1475.0,1660.0,5.0,35.0,195000
Mercedes-Benz,S-Class 350 CDI L,2011,72100,Red,Second,5226.0,2120.0,1479.0,5.0,90.0,1495000
Porsche,Cayenne Base,2021,7534,Blue,UnRegistered Car,4918.0,1983.0,1696.0,5.0,75.0,14900000
Toyota,Etios Liva G,2013,34000,Black,First,3775.0,1695.0,1510.0,5.0,45.0,350000
Toyota,Innova 2.4 VX 7 STR [2016-2020],2017,75000,White,Second,4735.0,1830.0,1795.0,7.0,55.0,1421000
Honda,Jazz V AT Petrol,2017,99000,Brown,First,3955.0,1694.0,1544.0,5.0,40.0,595000
Maruti Suzuki,Swift DZire VDI,2013,42000,White,First,3995.0,1695.0,1555.0,5.0,42.0,351000
Maruti Suzuki,SX4 VXi,2012,118000,White,First,4490.0,1735.0,1560.0,5.0,50.0,325000
Mahindra,XUV500 W8 AWD,2017,78000,Silver,First,4585.0,1890.0,1785.0,7.0,70.0,975000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],2019,44000,White,First,4490.0,1730.0,1485.0,5.0,43.0,825000
Tata,Hexa XT 4x2 6 STR,2017,88757,Blue,Second,4788.0,1903.0,1791.0,6.0,60.0,1050000
Audi,Q3 30 TDI Premium FWD,2017,85000,Blue,Second,4385.0,1831.0,1608.0,5.0,64.0,1970000
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],2020,12136,Blue,First,4526.0,1800.0,1420.0,5.0,50.0,4100000
Audi,A4 35 TDI Premium Sunroof,2015,49000,Silver,First,4701.0,1826.0,1427.0,5.0,63.0,1525000
Mercedes-Benz,A-Class Sedan 200,2021,6000,White,First,4549.0,1796.0,1446.0,5.0,43.0,4150000
Maruti Suzuki,Vitara Brezza ZDi Plus,2017,64000,Gold,First,3995.0,1790.0,1640.0,5.0,48.0,725000
Toyota,Corolla Altis 1.8 G,2011,109000,White,Second,4540.0,1760.0,1480.0,5.0,55.0,340000
Maruti Suzuki,Baleno Delta 1.2,2018,32000,Blue,First,3995.0,1745.0,1500.0,5.0,37.0,650000
Maruti Suzuki,Swift Lxi (O) [2014-2017],2019,13000,Silver,First,3850.0,1695.0,1530.0,5.0,42.0,570000
Toyota,Innova 2.5 E,2008,90000,White,Fourth,4555.0,1770.0,1755.0,8.0,55.0,160000
Mahindra,Scorpio S5 2WD 7 STR,2020,35000,White,First,4456.0,1820.0,1995.0,7.0,60.0,1220000
Mahindra,XUV500 W4 1.99,2017,112000,Silver,First,4585.0,1890.0,1785.0,7.0,70.0,800000
Maruti Suzuki,Baleno Zeta 1.2 AT,2017,40000,Blue,First,3995.0,1745.0,1500.0,5.0,37.0,660000
Honda,WR-V VX MT Petrol,2017,53580,Gold,First,3999.0,1734.0,1601.0,5.0,40.0,575000
Mahindra,Quanto C8,2013,51500,Maroon,Second,3985.0,1850.0,1880.0,7.0,55.0,240000
Honda,City V Petrol,2019,22000,White,First,4440.0,1695.0,1495.0,5.0,40.0,950000
Renault,Kwid RXT [2015-2019],2017,23700,Bronze,First,3679.0,1579.0,1478.0,5.0,28.0,419000
Maruti Suzuki,Swift DZire VXI AT,2017,48069,White,First,3995.0,1695.0,1555.0,5.0,42.0,750000
Audi,A4 35 TDI Premium Plus,2019,48000,White,First,4726.0,1842.0,1427.0,5.0,54.0,3400000
Skoda,Octavia Elegance 2.0 TDI AT,2015,47981,Black,First,4659.0,1814.0,1476.0,5.0,50.0,1160000
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,2021,26000,White,First,4500.0,1790.0,1675.0,7.0,50.0,1750000
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],2020,63000,White,First,4315.0,1800.0,1645.0,5.0,50.0,1575000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2019,71500,White,Second,4795.0,1855.0,1835.0,7.0,80.0,2811000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2016,16630,Maroon,First,3765.0,1660.0,1520.0,5.0,43.0,475000
Audi,A6 35 TDI Matrix,2018,36000,White,First,4933.0,1874.0,1455.0,5.0,75.0,4351000
Honda,City VX Petrol [2017-2019],2017,47255,Grey,First,4440.0,1695.0,1495.0,5.0,40.0,850000
Mahindra,XUV500 W5 [2018-2020],2018,50000,Maroon,First,4585.0,1890.0,1785.0,7.0,70.0,1095000
BMW,5-Series 530d M Sport,2021,18703,White,First,4963.0,1868.0,1467.0,5.0,66.0,7700000
Audi,A6 Technology 45 TFSI,2021,7935,Brown,UnRegistered Car,4939.0,1886.0,1457.0,5.0,73.0,5800000
Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],2022,9355,White,First,4300.0,1790.0,1635.0,5.0,50.0,1925000
Renault,Kwid RXL [2015-2019],2018,34800,Red,First,3679.0,1579.0,1478.0,5.0,28.0,305000
Nissan,Terrano XL D Plus,2013,72000,Grey,Second,4331.0,1822.0,1671.0,5.0,50.0,385000
Skoda,Rapid Elegance 1.6 TDI CR MT,2012,86288,Black,First,4386.0,1699.0,1466.0,5.0,55.0,500000
Honda,Jazz V Petrol,2017,24003,Brown,First,3955.0,1694.0,1544.0,5.0,40.0,655000
Tata,Nexon XZ Plus Diesel,2017,28000,Red,First,3994.0,1811.0,1607.0,5.0,44.0,925000
Hyundai,Elite i20 Asta 1.4 CRDI,2017,65000,White,First,3985.0,1734.0,1505.0,5.0,45.0,690000
Mahindra,XUV500 W11,2019,75000,White,First,4585.0,1890.0,1785.0,7.0,70.0,1500000
Maruti Suzuki,Ertiga ZDi,2015,45000,Grey,Second,4265.0,1695.0,1685.0,7.0,45.0,625000
Hyundai,Verna 1.6 CRDI SX (O),2018,71000,White,Second,4375.0,1700.0,1475.0,5.0,43.0,844999
Honda,BR-V V CVT Petrol,2018,54000,Silver,First,4453.0,1735.0,1666.0,7.0,42.0,745000
Mahindra,TUV300 T6 Plus AMT,2015,49776,White,First,3995.0,1835.0,1839.0,7.0,60.0,650000
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2017,61000,Maroon,First,3995.0,1790.0,1640.0,5.0,48.0,640000
Volvo,V40 D3 R-Design,2017,68000,White,Second,4370.0,1783.0,1458.0,5.0,60.0,2050000
Maruti Suzuki,Celerio VXi AMT,2014,47884,Red,First,3600.0,1600.0,1560.0,5.0,35.0,395000
Skoda,Octavia 1.8 TSI Style Plus AT [2017],2017,56000,White,First,4670.0,1814.0,1476.0,5.0,50.0,1390000
Honda,City 1.5 V MT,2010,58424,Gold,First,4420.0,1695.0,1480.0,5.0,42.0,365000
Hyundai,Xcent S 1.1 CRDi Special Edition,2017,55000,White,First,3995.0,1660.0,1520.0,5.0,43.0,451000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2017,45000,Grey,First,4735.0,1830.0,1795.0,7.0,55.0,2150000
Maruti Suzuki,Ritz Ldi BS-IV,2011,75000,White,First,3715.0,1680.0,1620.0,5.0,43.0,195000
Skoda,Rapid 1.6 MPI Active,2018,47000,White,First,4386.0,1699.0,1466.0,5.0,55.0,880000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2019,38000,White,First,4370.0,1700.0,1475.0,5.0,43.0,1180000
Maruti Suzuki,Alto 800 Lxi,2016,17000,White,First,3395.0,1490.0,1475.0,5.0,35.0,285000
Hyundai,Verna 1.6 CRDI SX,2018,925000,White,First,4375.0,1700.0,1475.0,5.0,43.0,925000
Ford,Aspire Titanium1.5 TDCi [2018-2020],2019,35000,White,First,3995.0,1704.0,1525.0,5.0,40.0,675000
MINI,Cooper D 5 Door,2015,34303,Yellow,Second,3982.0,1727.0,1425.0,5.0,44.0,2500000
Audi,A6 35 TDI Matrix,2019,34000,Black,First,4933.0,1874.0,1455.0,5.0,75.0,3675000
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2022,8000,White,First,4500.0,1790.0,1675.0,7.0,50.0,2400000
Kia,Seltos HTK 1.5 Diesel [2020-2021],2020,27000,Silver,First,4315.0,1800.0,1645.0,5.0,50.0,1300000
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,2021,6600,Blue,First,3805.0,1680.0,1520.0,5.0,37.0,825000
Toyota,Innova 2.5 GX BS IV 8 STR,2015,125000,Silver,Third,4585.0,1765.0,1760.0,8.0,55.0,899000
Maruti Suzuki,Alto 800 VXi,2021,13424,Silver,First,3445.0,1515.0,1475.0,5.0,35.0,409999
Maruti Suzuki,Alto 800 Lxi CNG,2015,78000,White,First,3395.0,1490.0,1475.0,5.0,35.0,289000
Maruti Suzuki,Alto LXi,2011,69276,Gold,First,3620.0,1475.0,1460.0,5.0,35.0,280000
Hyundai,Verna SX (O) 1.6 CRDi,2017,31000,White,First,4440.0,1729.0,1475.0,5.0,45.0,811999
BMW,5-Series 530d M Sport [2017-2019],2017,33000,White,Second,4936.0,1868.0,1479.0,4.0,78.0,5400000
Maruti Suzuki,Wagon R LXi,2012,54000,Brown,First,3539.0,1475.0,1700.0,5.0,35.0,220000
Volkswagen,Polo Highline1.5L (D),2014,54000,Grey,First,3971.0,1682.0,1469.0,5.0,45.0,625000
Maruti Suzuki,Vitara Brezza ZDi,2017,75000,White,First,3995.0,1790.0,1640.0,5.0,48.0,725000
BMW,X3 20d M Sport,2017,63651,White,First,4657.0,1881.0,1678.0,5.0,67.0,4195000
Audi,Q3 35 TDI Premium Plus + Sunroof,2014,71796,Blue,Third,4385.0,1831.0,1608.0,5.0,64.0,1450000
Nissan,Terrano XE (D),2014,74000,Silver,Second,4331.0,1822.0,1671.0,5.0,50.0,425000
Hyundai,Eon Sportz,2013,82461,Red,First,3495.0,1550.0,1500.0,5.0,32.0,250000
Maruti Suzuki,DZire VDi,2018,66000,Gold,First,3995.0,1735.0,1515.0,5.0,37.0,800000
Mahindra,Scorpio S10,2015,87000,White,First,4456.0,1820.0,1995.0,8.0,60.0,875000
Mercedes-Benz,GLA 200 d Sport,2016,61109,Brown,Second,4424.0,1804.0,1494.0,5.0,50.0,2275000
Tata,Tiago NRG Petrol,2019,32000,Bronze,First,3793.0,1665.0,1587.0,5.0,35.0,525000
Mercedes-Benz,S-Class S 450,2021,6600,White,First,5246.0,1899.0,1494.0,5.0,80.0,20000000
Mahindra,Thar LX 4-STR Hard Top Petrol MT,2021,14000,Brown,First,3985.0,1820.0,1844.0,4.0,57.0,1520000
Hyundai,i10 Magna,2009,135797,Silver,Second,3565.0,1595.0,1550.0,5.0,35.0,170000
Ford,Endeavour Titanium Plus 3.2 4x4 AT,2019,42475,Silver,First,4903.0,1869.0,1837.0,7.0,80.0,3300000
Maruti Suzuki,Celerio ZXi AMT [2017-2019],2018,27239,Orange,First,3600.0,1600.0,1560.0,5.0,35.0,575000
Chevrolet,Spark LS 1.0 BS-III,2013,66000,White,First,3495.0,1495.0,1518.0,5.0,38.0,190000
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,2022,2272,White,First,3805.0,1680.0,1520.0,5.0,37.0,755000
Honda,CR-V 2.0L 2WD AT,2015,50000,Brown,First,4545.0,1820.0,1685.0,5.0,58.0,1130000
Maruti Suzuki,Swift DZire LXI,2017,38674,Red,First,3995.0,1695.0,1555.0,5.0,42.0,610000
Audi,Q3 35 TDI Premium Plus + Sunroof,2016,40000,White,First,4385.0,1831.0,1608.0,5.0,64.0,1875000
Maruti Suzuki,Alto 800 Lxi CNG,2021,14000,Grey,First,3395.0,1490.0,1475.0,5.0,35.0,480000
Renault,Kwid 1.0 RXL [2017-2019],2019,32000,Brown,First,3679.0,1579.0,1478.0,5.0,28.0,365000
Ford,Ecosport Titanium+ 1.5L TDCi,2017,82000,White,First,3999.0,1765.0,1708.0,5.0,52.0,745000
Mercedes-Benz,B-class B180 Sports,2013,52000,Silver,Second,4359.0,2010.0,1557.0,5.0,50.0,1150000
Hyundai,Xcent SX 1.1 CRDi (O),2014,56000,White,Third,3995.0,1660.0,1520.0,5.0,43.0,200000
Honda,City VX CVT,2016,42000,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,775000
Hyundai,Creta SX Plus 1.6  Petrol,2016,57983,White,First,4270.0,1780.0,1630.0,5.0,60.0,860000
Audi,A3 35 TFSI Premium Plus,2018,15600,White,First,4456.0,1796.0,1416.0,5.0,50.0,2089999
Hyundai,Verna 1.6 CRDI SX,2019,26000,White,First,4375.0,1700.0,1475.0,5.0,43.0,1100000
Mercedes-Benz,S-Class S 350D [2018-2020],2021,5000,White,UnRegistered Car,5246.0,1899.0,1494.0,5.0,70.0,18500000
Maruti Suzuki,Swift DZire VDI,2011,90000,White,Second,3995.0,1695.0,1555.0,5.0,42.0,260000
Mercedes-Benz,E-Class E 250 CDI Avantgarde,2016,43323,Silver,Second,4879.0,1854.0,1474.0,5.0,80.0,2690000
Skoda,Octavia 2.0 TDI L&K,2020,94182,Grey,First,4670.0,1814.0,1476.0,5.0,50.0,1400000
Hyundai,Santro Sportz [2018-2020],2022,3395,Others,First,3610.0,1645.0,1560.0,5.0,35.0,515000
Maruti Suzuki,Ertiga VDi,2014,53213,White,First,4265.0,1695.0,1685.0,7.0,45.0,600000
Ford,Endeavour Titanium 3.2 4x4 AT,2017,93000,White,First,4892.0,1860.0,1837.0,7.0,80.0,2000000
Jaguar,XE Prestige Diesel,2018,45000,White,First,4795.0,1967.0,1416.0,5.0,56.0,2850000
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,110000,Grey,First,4795.0,1855.0,1835.0,7.0,80.0,3200000
Toyota,Corolla Altis GL Petrol,2016,70000,White,First,4620.0,1775.0,1475.0,5.0,55.0,1075000
Tata,Altroz XT Petrol,2020,40000,White,First,3990.0,1755.0,1523.0,5.0,37.0,575000
Volvo,XC40 D4 R-Design,2018,52000,White,First,4425.0,1863.0,1652.0,5.0,54.0,3950000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],2019,6200,Blue,First,4490.0,1730.0,1485.0,5.0,43.0,750000
Honda,WR-V VX MT Diesel,2017,75650,White,First,3999.0,1734.0,1601.0,5.0,40.0,755000
Hyundai,i10 Sportz 1.2,2010,60000,White,Third,3565.0,1595.0,1550.0,5.0,35.0,190000
Maruti Suzuki,Swift DZire VDI,2014,89000,White,First,3995.0,1695.0,1555.0,5.0,42.0,425000
Maruti Suzuki,Alto 800 Lxi CNG,2019,56000,White,First,3395.0,1490.0,1475.0,5.0,35.0,390000
Hyundai,Verna 1.6 CRDI SX,2017,57000,Grey,Second,4375.0,1700.0,1475.0,5.0,43.0,855000
Hyundai,Eon Era +,2012,56000,Grey,First,3495.0,1550.0,1500.0,5.0,32.0,225000
Audi,A6 35 TDI Matrix,2016,60000,White,First,4933.0,1874.0,1455.0,5.0,75.0,2425000
Mahindra,Scorpio S9 2WD 7 STR,2019,61805,White,First,4456.0,1820.0,1995.0,7.0,60.0,1270000
Maruti Suzuki,Wagon R LXI CNG (O),2014,58000,Red,Second,3599.0,1495.0,1700.0,5.0,35.0,325000
Tata,Nexon XM,2019,33000,Silver,First,3994.0,1811.0,1607.0,5.0,44.0,750000
Honda,City CVT,2008,70000,White,Second,4390.0,1690.0,1495.0,5.0,42.0,185000
Maruti Suzuki,Celerio ZXi AMT [2019-2020],2014,48000,Silver,First,3695.0,1600.0,1560.0,5.0,35.0,450000
MG,Hector Sharp 2.0 Diesel [2019-2020],2020,12400,Grey,First,4655.0,1835.0,1760.0,5.0,60.0,1710000
Hyundai,Creta 1.6 SX (O),2015,64000,White,First,4270.0,1780.0,1630.0,5.0,60.0,871000
Maruti Suzuki,Wagon R LXI CNG (O),2021,18000,Silver,First,3599.0,1495.0,1700.0,5.0,35.0,625000
Mahindra,KUV100 K6 D 6 STR [2016-2017],2016,53376,Orange,First,3675.0,1715.0,1655.0,6.0,35.0,495000
Honda,City V Diesel,2016,70000,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,600000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,65123,Black,First,4370.0,1700.0,1475.0,5.0,43.0,595000
Honda,Amaze 1.2 S i-VTEC,2014,58600,Red,First,3990.0,1680.0,1505.0,5.0,35.0,425000
Hyundai,Venue SX (O) 1.0 Turbo iMT,2021,7500,Blue,First,3995.0,1770.0,1605.0,5.0,45.0,1050000
Hyundai,Creta SX 1.6 CRDi,2019,39000,White,First,4270.0,1780.0,1665.0,5.0,55.0,1299000
Hyundai,i10 Magna,2009,23000,Red,First,3565.0,1595.0,1550.0,5.0,35.0,175000
Maruti Suzuki,XL6 Zeta MT Petrol,2019,27900,Brown,First,4445.0,1775.0,1700.0,6.0,45.0,994999
Maruti Suzuki,Ertiga VXI CNG,2019,42000,Brown,First,4296.0,1695.0,1685.0,7.0,45.0,1025000
Renault,Kwid 1.0 RXT [2016-2019],2016,122000,Red,First,3679.0,1579.0,1478.0,5.0,28.0,265000
Maruti Suzuki,Baleno Sigma 1.2,2015,48000,Grey,First,3995.0,1745.0,1500.0,5.0,37.0,475000
Hyundai,Elite i20 Sportz 1.2 (O),2018,9000,Grey,First,3985.0,1734.0,1505.0,5.0,45.0,660000
Renault,Kwid 1.0 RXT AMT Opt,2019,32000,Bronze,First,3679.0,1579.0,1478.0,5.0,28.0,490000
Toyota,Innova 2.7 GX AT 7 STR [2016-2020],2018,54000,Silver,First,4735.0,1830.0,1795.0,7.0,65.0,1950000
Nissan,Sunny XL,2012,57000,White,First,4425.0,1695.0,1505.0,5.0,41.0,315000
Mercedes-Benz,GLE 250 d,2017,90000,Black,First,4819.0,2141.0,1796.0,5.0,93.0,4190000
Honda,Brio S MT,2016,49000,White,First,3610.0,1680.0,1500.0,5.0,35.0,341000
Maruti Suzuki,Vitara Brezza ZDi Plus,2018,71000,White,Second,3995.0,1790.0,1640.0,5.0,48.0,950000
Maruti Suzuki,Swift VXi,2014,20000,Grey,Second,3850.0,1695.0,1530.0,5.0,42.0,409999
Maruti Suzuki,Wagon R LXi,2012,12300,Blue,First,3539.0,1475.0,1700.0,5.0,35.0,290000
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,2021,5000,White,First,4490.0,1730.0,1485.0,5.0,43.0,1050000
Maruti Suzuki,Swift VXi,2013,68000,Blue,First,3850.0,1695.0,1530.0,5.0,42.0,365000
Mercedes-Benz,CLA 200 D Urban Sport,2019,17000,Red,First,4630.0,1777.0,1432.0,5.0,56.0,3100000
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,15000,Grey,First,3985.0,1820.0,1844.0,4.0,57.0,1875000
Land Rover,Discovery Sport HSE Petrol 7-Seater,2019,24444,Blue,Second,4600.0,2069.0,1724.0,7.0,65.0,5100000
Ford,Ecosport Titanium 1.5 TDCi,2015,43000,Silver,First,3999.0,1765.0,1708.0,5.0,52.0,595000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2020,18000,White,First,5063.0,1860.0,1494.0,5.0,80.0,5200000
Land Rover,Range Rover Sport SDV6 SE,2014,82000,White,First,4879.0,2073.0,1780.0,5.0,77.0,6000000
Mercedes-Benz,GLE 250 d,2019,57000,Black,First,4819.0,2141.0,1796.0,5.0,93.0,5775000
Mercedes-Benz,C-Class C200 Progressive,2021,2610,White,First,4686.0,1810.0,1442.0,5.0,66.0,4975000
Maruti Suzuki,Ciaz VDi+ SHVS,2017,92000,White,Second,4490.0,1730.0,1485.0,5.0,43.0,650000
Maruti Suzuki,Ignis Zeta 1.2 AMT,2017,40879,Red,First,3700.0,1690.0,1595.0,5.0,32.0,521000
Ford,Ecosport Titanium 1.5L TDCi,2016,80000,Black,First,3999.0,1765.0,1708.0,5.0,52.0,570000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,5500,White,UnRegistered Car,4658.0,1890.0,1644.0,5.0,66.0,8100000
Maruti Suzuki,Ritz Ldi BS-IV,2011,89000,Maroon,Second,3715.0,1680.0,1620.0,5.0,43.0,160000
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],2018,50000,White,UnRegistered Car,3655.0,1620.0,1675.0,5.0,32.0,420000
Renault,Kwid 1.0 RXT [2016-2019],2018,19000,Red,First,3679.0,1579.0,1478.0,5.0,28.0,299000
Skoda,Rapid Ambition 1.6 TDI CR MT,2012,130000,White,First,4386.0,1699.0,1466.0,5.0,55.0,350000
Maruti Suzuki,Swift DZire VDI,2017,35000,White,First,3995.0,1695.0,1555.0,5.0,42.0,575000
Honda,Brio VX AT,2013,64418,Silver,Second,3610.0,1680.0,1500.0,5.0,35.0,335000
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2019,10265,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,480000
Maruti Suzuki,Wagon R LXi 1.0 CNG,2021,15000,White,First,3655.0,1620.0,1675.0,5.0,60.0,675000
Ford,Fiesta Titanium Diesel,2012,85000,Silver,First,4320.0,1764.0,1486.0,5.0,40.0,350000
Mercedes-Benz,GLA 200 d Style,2018,90000,Bronze,Second,4424.0,1804.0,1494.0,5.0,50.0,2500000
Maruti Suzuki,Wagon R LXi CNG,2013,89000,Silver,First,3539.0,1475.0,1700.0,5.0,35.0,260000
Maruti Suzuki,Wagon R LXI CNG,2017,43000,Grey,First,3599.0,1495.0,1700.0,5.0,35.0,400000
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,219000,White,Second,4795.0,1855.0,1835.0,7.0,80.0,2750000
Toyota,Innova 2.0 G1 BS-IV,2010,261236,Silver,First,4555.0,1770.0,1755.0,8.0,55.0,555000
Maruti Suzuki,Vitara Brezza ZDi Plus,2017,50000,White,First,3995.0,1790.0,1640.0,5.0,48.0,790000
Maruti Suzuki,Alto 800 Std,2014,48000,Silver,Third,3395.0,1490.0,1475.0,5.0,35.0,180000
Hyundai,Xcent SX 1.1 CRDi,2019,39000,White,First,3995.0,1660.0,1520.0,5.0,43.0,551000
Maruti Suzuki,Vitara Brezza VDi,2018,33030,Red,First,3995.0,1790.0,1640.0,5.0,48.0,860000
Honda,City 1.5 E MT,2013,86000,Purple,Second,4440.0,1695.0,1485.0,5.0,42.0,375000
Maruti Suzuki,Ciaz Alpha 1.4 AT,2017,55000,White,First,4490.0,1730.0,1485.0,5.0,43.0,725000
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2017,35000,Blue,First,3765.0,1660.0,1520.0,5.0,43.0,400000
Jeep,Compass Limited (O) 1.4 Petrol DCT,2022,2000,Green,First,4405.0,1818.0,1640.0,5.0,60.0,2275000
Jeep,Compass Limited 2.0 Diesel [2017-2020],2018,90000,Silver,First,4395.0,1818.0,1640.0,5.0,60.0,1250000
Honda,City 1.5 S MT,2012,96506,Silver,Second,4440.0,1695.0,1485.0,5.0,42.0,499000
Volkswagen,Vento Highline Petrol AT,2014,88000,Silver,First,4384.0,1699.0,1466.0,5.0,55.0,399000
Mercedes-Benz,E-Class 280 CDI Elegance,2008,140987,Gold,Second,4818.0,1822.0,1420.0,5.0,80.0,335000
Maruti Suzuki,Swift DZire VXI,2015,52000,White,First,3995.0,1695.0,1555.0,5.0,42.0,450000
Maruti Suzuki,Celerio VXi AMT,2015,54443,White,First,3600.0,1600.0,1560.0,5.0,35.0,409999
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2020,9500,Silver,First,5063.0,1860.0,1494.0,5.0,80.0,6100000
Audi,A4 30 TFSI Technology Pack,2017,42000,White,First,4726.0,1842.0,1427.0,5.0,54.0,3000000
Datsun,Redigo T(O) 1.0,2018,25000,Grey,Second,3429.0,1560.0,1541.0,5.0,28.0,250000
BMW,X3 xDrive 20d Luxury Line [2018-2020],2021,39000,White,First,4657.0,1881.0,1678.0,5.0,67.0,6200000
Maruti Suzuki,Swift VDi,2014,86000,White,First,3850.0,1695.0,1530.0,5.0,42.0,590000
MINI,Countryman Cooper D,2013,50300,Green,Second,4097.0,1789.0,1561.0,5.0,47.0,1300000
Mahindra,XUV500 W11 (O) AT,2018,43000,Bronze,First,4585.0,1890.0,1785.0,7.0,70.0,1639999
Mahindra,XUV500 W8,2013,83555,Black,First,4585.0,1890.0,1785.0,7.0,70.0,740000
Ford,Ecosport Titanium 1.5 TDCi,2013,75000,White,First,3999.0,1765.0,1708.0,5.0,52.0,530000
Hyundai,Creta SX (O) 1.5 Diesel Automatic,2022,5800,White,First,4300.0,1790.0,1635.0,5.0,50.0,1989999
Toyota,Fortuner 2.8 4x2 MT [2016-2020],2018,173000,White,First,4795.0,1855.0,1835.0,7.0,80.0,3250000
Kia,Seltos GTX Plus AT 1.4 [2019-2020],2021,7000,Grey,First,4315.0,1800.0,1645.0,5.0,50.0,1975000
Mahindra,XUV500 W10 AWD,2015,121000,White,First,4585.0,1890.0,1785.0,7.0,70.0,735000
Tata,Safari 2.2 EX 4x2,2013,96000,White,First,4655.0,1965.0,1922.0,7.0,55.0,425000
Toyota,Etios Liva G,2011,38091,Red,First,3775.0,1695.0,1510.0,5.0,45.0,315000
Hyundai,Eon Sportz,2013,34000,Blue,First,3495.0,1550.0,1500.0,5.0,32.0,275000
Honda,City SV Diesel,2018,75000,White,First,4440.0,1695.0,1495.0,5.0,40.0,750000
Toyota,Etios VXD,2014,82000,Silver,First,4265.0,1695.0,1510.0,5.0,45.0,465000
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],2021,20000,Maroon,First,3995.0,1790.0,1647.0,5.0,45.0,1325000
Maruti Suzuki,Swift DZire VDI,2008,65000,Silver,Second,3995.0,1695.0,1555.0,5.0,42.0,175000
Mercedes-Benz,E-Class E200,2011,65000,Black,Second,4879.0,1854.0,1474.0,5.0,80.0,950000
Maruti Suzuki,Swift DZire VDI,2011,65000,White,First,3995.0,1695.0,1555.0,5.0,42.0,275000
Maruti Suzuki,Wagon R LXi,2011,41000,Brown,Second,3539.0,1475.0,1700.0,5.0,35.0,265000
Toyota,Fortuner 3.0 MT,2010,127000,White,Third,4695.0,1840.0,1850.0,7.0,80.0,1000000
Honda,City V,2016,51834,Grey,Second,4440.0,1695.0,1495.0,5.0,40.0,730000
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],2018,28000,Silver,First,4395.0,1818.0,1640.0,5.0,60.0,1495000
Mercedes-Benz,B-class B180,2014,39000,White,Second,4359.0,2010.0,1557.0,5.0,50.0,1150000
Honda,City SV CVT,2015,116592,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,590000
